id,type,attributes,relationships,data_particao
889313373,incident,"{'name': 'staging.data-relay.dados.rio/docs', 'http_method': 'get', 'cause': 'Status 503', 'url': 'https://staging.data-relay.dados.rio/docs', 'incident_group_id': None, 'started_at': '2025-12-10T17:43:34.733Z', 'acknowledged_at': None, 'acknowledged_by': None, 'resolved_at': '2025-12-10T17:53:42.122Z', 'resolved_by': None, 'status': 'Resolved', 'team_name': 'Escritório de Dados', 'response_content': '503 Service Temporarily Unavailable\r\n\r\n503 Service Temporarily Unavailable\r\nnginx', 'response_options': '{""httpauth_avail"":0,""total_time"":0.3921,""starttransfer_time"":0.316918,""appconnect_time"":0.220478,""pretransfer_time"":0.22076,""connect_time"":0.096109,""namelookup_time"":3.3e-05,""redirect_time"":0.0,""effective_url"":""https://staging.data-relay.dados.rio/docs"",""primary_ip"":""34.69.169.195"",""response_code"":503,""request_size"":248,""redirect_count"":0,""redirect_url"":null,""size_upload"":0.0,""size_download"":592.0,""speed_upload"":0.0,""speed_download"":1510.0,""return_code"":""ok"",""response_headers"":""HTTP/2 503 \\r\\ndate: Wed, 10 Dec 2025 17:37:06 GMT\\r\\ncontent-type: text/html\\r\\ncontent-length: 592\\r\\nstrict-transport-security: max-age=15724800; includeSubDomains\\r\\n\\r\\n""}', 'regions': ['eu', 'us', 'as', 'au'], 'response_url': None, 'screenshot_url': 'https://edge-artifacts.betteruptime.com/screenshot/40564551-5820-571b-901a-1e8582c5c211/eu-central/1765388229-03774d.png', 'origin_url': None, 'escalation_policy_id': None, 'call': False, 'sms': False, 'email': True, 'push': False, 'critical_alert': False, 'metadata': {'Request duration': [{'type': 'String', 'value': '0.3921'}], 'Response code': [{'type': 'String', 'value': '503'}]}}","{'monitor': {'data': {'id': '3875545', 'type': 'monitor'}}}",2025-12-10
